a,b,c,seed,model,metric,value
0.3,0.1,0.5,286,eta1_bench,AUC,0.5816702150406129
0.3,0.1,0.5,286,eta1_bench,F,0.014684287812041117
0.3,0.1,0.5,286,eta1_bench,ACC,0.7268471402401792
0.3,0.1,0.5,286,eta,AUC,0.845937745535372
0.3,0.1,0.5,286,eta,F,0.5666104553119731
0.3,0.1,0.5,286,eta,ACC,0.8076887101300159
0.3,0.1,0.5,286,eta_bench,AUC,0.834620724245341
0.3,0.1,0.5,286,eta_bench,F,0.05823912298732443
0.3,0.1,0.5,286,eta_bench,ACC,0.7428678327565241
0.3,0.1,0.5,6766,eta0,AUC,0.825640618395442
0.3,0.1,0.5,6766,eta0,F,0.541095890410959
0.3,0.1,0.5,6766,eta0,ACC,0.8144686742817584
0.3,0.1,0.5,6766,eta0_bench,AUC,0.825640618395442
0.3,0.1,0.5,6766,eta0_bench,F,0.12205975842339478
0.3,0.1,0.5,6766,eta0_bench,ACC,0.7609899619245414
0.3,0.1,0.5,6766,eta1,AUC,0.8206544482798498
0.3,0.1,0.5,6766,eta1,F,0.5258467023172906
0.3,0.1,0.5,6766,eta1,ACC,0.78343171178506
0.3,0.1,0.5,6766,eta1_bench,AUC,0.5021583514911906
0.3,0.1,0.5,6766,eta1_bench,F,0.010324483775811208
0.3,0.1,0.5,6766,eta1_bench,ACC,0.7268471402401792
0.3,0.1,0.5,6766,eta,AUC,0.8419448160520031
0.3,0.1,0.5,6766,eta,F,0.5441209157590575
0.3,0.1,0.5,6766,eta,ACC,0.8081563932279487
0.3,0.1,0.5,6766,eta_bench,AUC,0.8269790094601311
0.3,0.1,0.5,6766,eta_bench,F,0.05446397793864185
0.3,0.1,0.5,6766,eta_bench,ACC,0.7434290524740436
0.3,0.1,0.5,8633,eta0,AUC,0.8367781969540886
0.3,0.1,0.5,8633,eta0,F,0.515929203539823
0.3,0.1,0.5,8633,eta0,ACC,0.8106611284181378
0.3,0.1,0.5,8633,eta0_bench,AUC,0.8367781969540886
0.3,0.1,0.5,8633,eta0_bench,F,0.1322418136020151
0.3,0.1,0.5,8633,eta0_bench,ACC,0.761509172724126
0.3,0.1,0.5,8633,eta1,AUC,0.8293203012748354
0.3,0.1,0.5,8633,eta1,F,0.5763405648792469
0.3,0.1,0.5,8633,eta1,ACC,0.7893344188886627
0.3,0.1,0.5,8633,eta1_bench,AUC,0.5062522931314628
0.3,0.1,0.5,8633,eta1_bench,F,0.016164584864070537
0.3,0.1,0.5,8633,eta1_bench,ACC,0.7274577651129656
0.3,0.1,0.5,8633,eta,AUC,0.8450640793759759
0.3,0.1,0.5,8633,eta,F,0.5413830954994512
0.3,0.1,0.5,8633,eta,ACC,0.8046020016836591
0.3,0.1,0.5,8633,eta_bench,AUC,0.8344302496872031
0.3,0.1,0.5,8633,eta_bench,F,0.06350290201433938
0.3,0.1,0.5,8633,eta_bench,ACC,0.7434290524740436
0.3,0.1,0.5,4133,eta0,AUC,0.8267981166173525
0.3,0.1,0.5,4133,eta0,F,0.5339679792297706
0.3,0.1,0.5,4133,eta0,ACC,0.8136033229491173
0.3,0.1,0.5,4133,eta0_bench,AUC,0.8267981166173525
0.3,0.1,0.5,4133,eta0_bench,F,0.13962264150943396
0.3,0.1,0.5,4133,eta0_bench,ACC,0.7632398753894081
0.3,0.1,0.5,4133,eta1,AUC,0.8299417866998793
0.3,0.1,0.5,4133,eta1,F,0.5371024734982333
0.3,0.1,0.5,4133,eta1,ACC,0.7866883777732546
0.3,0.1,0.5,4133,eta1_bench,AUC,0.5999950913467098
0.3,0.1,0.5,4133,eta1_bench,F,0.031814895155459155
0.3,0.1,0.5,4133,eta1_bench,ACC,0.7274577651129656
0.3,0.1,0.5,4133,eta,AUC,0.8513360732562535
0.3,0.1,0.5,4133,eta,F,0.5283950617283951
0.3,0.1,0.5,4133,eta,ACC,0.8034795622486204
0.3,0.1,0.5,4133,eta_bench,AUC,0.8273399323619115
